Borough,ID,Survey Date,Survey Year,On-Carriageway (if 1) or Off-Carriageway (if 0),Segregated Lane/Track,Stepped Lane/Track,Partially Segregated Lane/Track,Shared Lane or Footway,Mandatory Cycle Lane,Advisory Cycle Lane,Cycle Lane/Track Priority,Contraflow Lane/Track,Bi-directional,Cycle Bypass,Continuous Cycle Facilities at Bus Stop,Park Route,Waterside Route,Part-time (if 1) or Full-time (if 0),Total Tracks or Lanes,Access Times,Colour
Hillingdon, RWG236832,12/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hillingdon, RWG237361,23/01/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG291478,29/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Hillingdon, RWG234799,08/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG234800,08/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237614,29/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Hillingdon, RWG237617,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Hillingdon, RWG237365,23/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237356,23/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG291365,08/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237198,22/01/2018,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237371,23/01/2018,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237355,23/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237265,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237267,22/01/2018,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG237368,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237269,22/01/2018,2018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG237244,22/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237350,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Hillingdon, RWG291474,29/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Hillingdon, RWG237384,24/01/2018,2018,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG234989,11/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237200,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237232,22/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG291473,29/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hillingdon, RWG235514,08/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237236,22/01/2018,2018,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG237204,22/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237239,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG237242,22/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG237271,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237272,22/01/2018,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237276,22/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG237214,22/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG237234,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG237233,22/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG233964,08/01/2018,2018,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG237217,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG237374,24/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Hillingdon, RWG237273,22/01/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Hillingdon, RWG292386,11/04/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hillingdon, RWG237383,24/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Hillingdon, RWG291661,24/04/2018,2018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG235534,08/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Hillingdon, RWG291472,29/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hillingdon, RWG291465,29/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hillingdon, RWG291466,29/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hillingdon, RWG291471,29/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Hillingdon, RWG237569,26/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Hillingdon, RWG237571,26/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Hillingdon, RWG237220,22/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Hillingdon, RWG237570,26/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG234834,08/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG235091,16/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG235087,16/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG235086,16/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG235115,12/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG234831,08/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG235078,15/01/2018,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG235114,12/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG234371,15/01/2018,2018,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1, None, RED
Hillingdon, RWG235123,12/02/2018,2018,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG235092,16/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG234373,15/01/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Hillingdon, RWG235080,15/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hillingdon, RWG234372,15/01/2018,2018,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1, None, RED
Hillingdon, RWG235079,15/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG150287,27/09/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG290056,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
WalthamForest, RWG276302,07/03/2018,2018,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149481,28/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG277311,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
WalthamForest, RWG276303,07/03/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
TowerHamlets, RWG073207,03/07/2017,2017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1, None, RED
WalthamForest, RWG149479,28/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149523,29/09/2017,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1, None, NONE
Bromley, RWG205007,27/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG073208,03/07/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG198432,14/11/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, GREEN
Newham, RWG290055,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG073149,03/07/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
TowerHamlets, RWG999845,12/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
TowerHamlets, RWG108951,10/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG290053,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198428,13/11/2017,2017,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, GREEN
WalthamForest, RWG149452,27/09/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
WalthamForest, RWG149723,17/09/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1, None, NONE
Greenwich, RWG198182,22/11/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1, None, NONE
Lewisham, RWG198754,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1, 8am til dusk, NONE
Lewisham, RWG198801,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1, 8am til dusk, NONE
Greenwich, RWG277363,08/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1, 6.00am to between 6.00pm and 9.30pm seasonal, RED
Lewisham, RWG277455,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG290052,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198798,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198774,20/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198799,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198797,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Lewisham, RWG199020,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198776,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198755,20/11/2017,2017,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG277510,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG199019,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, BUFF/YELLOW
Newham, RWG290049,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG290051,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG277514,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277474,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG289848,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG289849,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG198892,23/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198129,18/11/2017,2017,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1, None, NONE
Newham, RWG289850,23/03/2018,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG999393,04/07/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198796,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG199022,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, BUFF/YELLOW
Newham, RWG289792,23/03/2018,2018,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG289857,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG289852,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Newham, RWG289851,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG999392,04/07/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG198499,18/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG198809,21/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG289794,23/03/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG276750,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG290040,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Lewisham, RWG198731,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1, 8am-4.30pm, NONE
Lewisham, RWG199016,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bromley, RWG277431,08/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277443,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG290059,23/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG289843,28/03/2018,2018,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1, None, BLUE
Greenwich, RWG276748,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG289842,28/03/2018,2018,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1, None, BLUE
TowerHamlets, RWG109024,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109026,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG289816,28/03/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Greenwich, RWG198996,29/01/2018,2018,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1, Dawn until dusk, NONE
Greenwich, RWG198998,29/01/2018,2018,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1, Dawn until dusk, NONE
Croydon, RWG205065,29/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG199015,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bromley, RWG278631,15/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG289814,28/03/2018,2018,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1, None, BLUE
Lewisham, RWG277452,30/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
Greenwich, RWG276751,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG244510,19/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG276747,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG244508,19/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG290115,28/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1, None, NONE
Lewisham, RWG198804,21/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,8, NONE
Lewisham, RWG198492,17/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG153830,16/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, BUFF/YELLOW
Lewisham, RWG198660,13/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1," sign at entrance reads "" this gate is locked at dusk and will be reopened by 8am""", NONE
Newham, RWG289810,28/03/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Bromley, RWG293356,02/09/2019,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Bromley, RWG293358,02/09/2019,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG289811,28/03/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Newham, RWG289818,28/03/2018,2018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, GREEN
Newham, RWG289798,28/03/2018,2018,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1, None, NONE
TowerHamlets, RWG153245,12/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG290296,05/04/2018,2018,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, Mon-Fri 7-10am, RED
Newham, RWG290312,05/04/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Greenwich, RWG186149,23/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, BUFF/YELLOW
TowerHamlets, RWG153246,12/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109398,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG185343,08/11/2017,2017,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, GREEN
Bromley, RWG278596,12/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109395,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bromley, RWG278580,12/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198733,17/11/2017,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1, None, GREEN
Bromley, RWG205068,29/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Redbridge, RWG221188,13/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Redbridge, RWG221049,09/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Redbridge, RWG289968,22/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hackney, RWG151530,07/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1, None, NONE
TowerHamlets, RWG109058,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109061,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277568,13/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109390,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bromley, RWG205013,27/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198724,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG205124,02/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG277341,26/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Redbridge, RWG156339,16/01/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG290311,05/04/2018,2018,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Bromley, RWG205041,29/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
WalthamForest, RWG276465,13/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1, 9am to gate closes 30 min before sunset, NONE
Hackney, RWG151653,24/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277557,15/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109383,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bromley, RWG198758,20/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG198852,22/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198843,21/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Newham, RWG290310,05/04/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1, None, NONE
Hackney, RWG008913,13/06/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG205233,01/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Enfield, RWG150234,20/09/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG277401,22/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277356,26/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277351,26/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198862,22/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bromley, RWG205014,27/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277352,26/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG198837,21/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, BUFF/YELLOW
Bromley, RWG205076,29/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277357,26/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG277396,08/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG198835,21/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109387,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG073436,12/07/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109388,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109385,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109389,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Greenwich, RWG198887,23/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109384,17/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bromley, RWG205006,27/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG109048,16/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277353,26/02/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Bromley, RWG205011,27/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hackney, RWG151534,08/11/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Southwark, RWG082032,26/07/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG277516,09/03/2018,2018,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG073428,12/07/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Hackney, RWG151467,22/10/2017,2017,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1, None, NONE
Lewisham, RWG205176,06/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
TowerHamlets, RWG073435,12/07/2017,2017,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1, None, NONE
Lewisham, RWG205175,06/12/2017,2017,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1, None, NONE
